seed,sequence,attack,covers,symbol_accuracy,message_success,rs_corrections
47,9,gaussian_9_holdout,464,1.0,1,0
47,9,gaussian_15_holdout,464,0.9935344827586208,1,3
47,9,blur_0.8,464,1.0,1,0
47,9,blur_1.5,464,1.0,1,0
47,9,blur_1.2_holdout,464,1.0,1,0
47,9,blur_1.8_holdout,464,1.0,1,0
47,9,resize_075,464,1.0,1,0
47,9,resize_050,464,1.0,1,0
47,9,crop_05,464,1.0,1,0
47,9,crop_10,464,1.0,1,0
47,9,crop_08_holdout,464,1.0,1,0
47,9,crop_12_holdout,464,0.8771551724137931,1,52
47,9,rotate_3,464,1.0,1,0
47,9,rotate_7,464,1.0,1,0
47,9,rotate_5_holdout,464,1.0,1,0
47,9,rotate_9_holdout,464,0.9051724137931034,1,42
71,0,clean,348,1.0,1,0
71,0,jpeg_80,348,1.0,1,0
71,0,jpeg_50,348,1.0,1,0
71,0,gaussian_5,348,1.0,1,0
71,0,gaussian_12,348,1.0,1,0
71,0,gaussian_9_holdout,348,1.0,1,0
71,0,gaussian_15_holdout,348,1.0,1,0
71,0,blur_0.8,348,1.0,1,0
71,0,blur_1.5,348,1.0,1,0
71,0,blur_1.2_holdout,348,1.0,1,0
71,0,blur_1.8_holdout,348,1.0,1,0
71,0,resize_075,348,1.0,1,0
71,0,resize_050,348,1.0,1,0
71,0,crop_05,348,1.0,1,0
71,0,crop_10,348,1.0,1,0
71,0,crop_08_holdout,348,0.9971264367816092,1,1
71,0,crop_12_holdout,348,0.8275862068965517,1,55
71,0,rotate_3,348,1.0,1,0
71,0,rotate_7,348,1.0,1,0
71,0,rotate_5_holdout,348,1.0,1,0
71,0,rotate_9_holdout,348,0.9396551724137931,1,21
71,1,clean,348,1.0,1,0
71,1,jpeg_80,348,1.0,1,0
71,1,jpeg_50,348,1.0,1,0
71,1,gaussian_5,348,1.0,1,0
71,1,gaussian_12,348,1.0,1,0
71,1,gaussian_9_holdout,348,1.0,1,0
71,1,gaussian_15_holdout,348,1.0,1,0
71,1,blur_0.8,348,1.0,1,0
71,1,blur_1.5,348,1.0,1,0
71,1,blur_1.2_holdout,348,1.0,1,0
71,1,blur_1.8_holdout,348,1.0,1,0
71,1,resize_075,348,1.0,1,0
71,1,resize_050,348,1.0,1,0
71,1,crop_05,348,1.0,1,0
71,1,crop_10,348,1.0,1,0
71,1,crop_08_holdout,348,0.9942528735632185,1,2
71,1,crop_12_holdout,348,0.8160919540229885,1,59
71,1,rotate_3,348,1.0,1,0
71,1,rotate_7,348,1.0,1,0
71,1,rotate_5_holdout,348,1.0,1,0
71,1,rotate_9_holdout,348,0.9454022988505748,1,19
71,2,clean,348,1.0,1,0
71,2,jpeg_80,348,1.0,1,0
71,2,jpeg_50,348,1.0,1,0
71,2,gaussian_5,348,0.9971264367816092,1,1
71,2,gaussian_12,348,1.0,1,0
71,2,gaussian_9_holdout,348,1.0,1,0
71,2,gaussian_15_holdout,348,1.0,1,0
71,2,blur_0.8,348,1.0,1,0
71,2,blur_1.5,348,1.0,1,0
71,2,blur_1.2_holdout,348,1.0,1,0
71,2,blur_1.8_holdout,348,1.0,1,0
71,2,resize_075,348,1.0,1,0
71,2,resize_050,348,1.0,1,0
71,2,crop_05,348,1.0,1,0
71,2,crop_10,348,1.0,1,0
71,2,crop_08_holdout,348,0.9942528735632185,1,2
71,2,crop_12_holdout,348,0.8218390804597702,1,61
71,2,rotate_3,348,1.0,1,0
71,2,rotate_7,348,1.0,1,0
71,2,rotate_5_holdout,348,1.0,1,0
71,2,rotate_9_holdout,348,0.9454022988505748,1,19
71,3,clean,348,1.0,1,0
71,3,jpeg_80,348,1.0,1,0
71,3,jpeg_50,348,1.0,1,0
71,3,gaussian_5,348,1.0,1,0
71,3,gaussian_12,348,1.0,1,0
71,3,gaussian_9_holdout,348,1.0,1,0
71,3,gaussian_15_holdout,348,1.0,1,0
71,3,blur_0.8,348,1.0,1,0
71,3,blur_1.5,348,1.0,1,0
71,3,blur_1.2_holdout,348,1.0,1,0
71,3,blur_1.8_holdout,348,1.0,1,0
71,3,resize_075,348,1.0,1,0
71,3,resize_050,348,1.0,1,0
71,3,crop_05,348,1.0,1,0
71,3,crop_10,348,1.0,1,0
71,3,crop_08_holdout,348,0.9971264367816092,1,1
71,3,crop_12_holdout,348,0.8275862068965517,1,55
71,3,rotate_3,348,1.0,1,0
71,3,rotate_7,348,1.0,1,0
71,3,rotate_5_holdout,348,1.0,1,0
71,3,rotate_9_holdout,348,0.9511494252873564,1,14
71,4,clean,348,1.0,1,0
71,4,jpeg_80,348,1.0,1,0
71,4,jpeg_50,348,1.0,1,0
71,4,gaussian_5,348,1.0,1,0
71,4,gaussian_12,348,1.0,1,0
71,4,gaussian_9_holdout,348,1.0,1,0
71,4,gaussian_15_holdout,348,1.0,1,0
71,4,blur_0.8,348,1.0,1,0
71,4,blur_1.5,348,1.0,1,0
71,4,blur_1.2_holdout,348,1.0,1,0
71,4,blur_1.8_holdout,348,1.0,1,0
71,4,resize_075,348,1.0,1,0
71,4,resize_050,348,1.0,1,0
71,4,crop_05,348,1.0,1,0
71,4,crop_10,348,1.0,1,0
71,4,crop_08_holdout,348,0.9971264367816092,1,1
71,4,crop_12_holdout,348,0.8304597701149425,1,53
71,4,rotate_3,348,1.0,1,0
71,4,rotate_7,348,1.0,1,0
71,4,rotate_5_holdout,348,1.0,1,0
71,4,rotate_9_holdout,348,0.942528735632184,1,18
71,5,clean,348,1.0,1,0
71,5,jpeg_80,348,1.0,1,0
71,5,jpeg_50,348,1.0,1,0
71,5,gaussian_5,348,0.9971264367816092,1,1
71,5,gaussian_12,348,1.0,1,0
71,5,gaussian_9_holdout,348,1.0,1,0
71,5,gaussian_15_holdout,348,1.0,1,0
71,5,blur_0.8,348,1.0,1,0
71,5,blur_1.5,348,1.0,1,0
71,5,blur_1.2_holdout,348,1.0,1,0
71,5,blur_1.8_holdout,348,0.9971264367816092,1,1
71,5,resize_075,348,1.0,1,0
71,5,resize_050,348,1.0,1,0
71,5,crop_05,348,1.0,1,0
71,5,crop_10,348,1.0,1,0
71,5,crop_08_holdout,348,0.9971264367816092,1,1
71,5,crop_12_holdout,348,0.8218390804597702,1,53
71,5,rotate_3,348,1.0,1,0
71,5,rotate_7,348,1.0,1,0
71,5,rotate_5_holdout,348,1.0,1,0
71,5,rotate_9_holdout,348,0.9367816091954024,1,22
71,6,clean,348,1.0,1,0
71,6,jpeg_80,348,1.0,1,0
71,6,jpeg_50,348,1.0,1,0
71,6,gaussian_5,348,0.9971264367816092,1,1
71,6,gaussian_12,348,1.0,1,0
71,6,gaussian_9_holdout,348,1.0,1,0
71,6,gaussian_15_holdout,348,1.0,1,0
71,6,blur_0.8,348,1.0,1,0
71,6,blur_1.5,348,1.0,1,0
71,6,blur_1.2_holdout,348,1.0,1,0
71,6,blur_1.8_holdout,348,1.0,1,0
71,6,resize_075,348,1.0,1,0
71,6,resize_050,348,1.0,1,0
71,6,crop_05,348,1.0,1,0
71,6,crop_10,348,1.0,1,0
71,6,crop_08_holdout,348,0.9971264367816092,1,1
71,6,crop_12_holdout,348,0.8304597701149425,1,55
71,6,rotate_3,348,1.0,1,0
71,6,rotate_7,348,1.0,1,0
71,6,rotate_5_holdout,348,1.0,1,0
71,6,rotate_9_holdout,348,0.9482758620689656,1,18
71,7,clean,348,1.0,1,0
71,7,jpeg_80,348,1.0,1,0
71,7,jpeg_50,348,1.0,1,0
71,7,gaussian_5,348,1.0,1,0
71,7,gaussian_12,348,1.0,1,0
71,7,gaussian_9_holdout,348,1.0,1,0
71,7,gaussian_15_holdout,348,1.0,1,0
71,7,blur_0.8,348,1.0,1,0
71,7,blur_1.5,348,1.0,1,0
71,7,blur_1.2_holdout,348,1.0,1,0
71,7,blur_1.8_holdout,348,1.0,1,0
71,7,resize_075,348,1.0,1,0
71,7,resize_050,348,1.0,1,0
71,7,crop_05,348,1.0,1,0
71,7,crop_10,348,1.0,1,0
71,7,crop_08_holdout,348,0.9971264367816092,1,1
71,7,crop_12_holdout,348,0.8218390804597702,1,53
71,7,rotate_3,348,1.0,1,0
71,7,rotate_7,348,1.0,1,0
71,7,rotate_5_holdout,348,1.0,1,0
71,7,rotate_9_holdout,348,0.9396551724137931,1,21
71,8,clean,348,1.0,1,0
71,8,jpeg_80,348,1.0,1,0
71,8,jpeg_50,348,1.0,1,0
71,8,gaussian_5,348,0.9971264367816092,1,1
71,8,gaussian_12,348,1.0,1,0
71,8,gaussian_9_holdout,348,1.0,1,0
71,8,gaussian_15_holdout,348,1.0,1,0
71,8,blur_0.8,348,1.0,1,0
71,8,blur_1.5,348,1.0,1,0
71,8,blur_1.2_holdout,348,1.0,1,0
71,8,blur_1.8_holdout,348,1.0,1,0
71,8,resize_075,348,1.0,1,0
71,8,resize_050,348,1.0,1,0
71,8,crop_05,348,1.0,1,0
71,8,crop_10,348,1.0,1,0
71,8,crop_08_holdout,348,0.9971264367816092,1,1
71,8,crop_12_holdout,348,0.8304597701149425,1,53
71,8,rotate_3,348,1.0,1,0
71,8,rotate_7,348,1.0,1,0
71,8,rotate_5_holdout,348,1.0,1,0
71,8,rotate_9_holdout,348,0.9396551724137931,1,20
71,9,clean,348,1.0,1,0
71,9,jpeg_80,348,1.0,1,0
71,9,jpeg_50,348,1.0,1,0
71,9,gaussian_5,348,0.9971264367816092,1,1
71,9,gaussian_12,348,1.0,1,0
71,9,gaussian_9_holdout,348,1.0,1,0
71,9,gaussian_15_holdout,348,0.9971264367816092,1,1
71,9,blur_0.8,348,1.0,1,0
71,9,blur_1.5,348,1.0,1,0
71,9,blur_1.2_holdout,348,1.0,1,0
71,9,blur_1.8_holdout,348,1.0,1,0
71,9,resize_075,348,1.0,1,0
71,9,resize_050,348,1.0,1,0
71,9,crop_05,348,1.0,1,0
71,9,crop_10,348,1.0,1,0
71,9,crop_08_holdout,348,0.9942528735632185,1,2
71,9,crop_12_holdout,348,0.8218390804597702,1,52
71,9,rotate_3,348,1.0,1,0
71,9,rotate_7,348,1.0,1,0
71,9,rotate_5_holdout,348,1.0,1,0
71,9,rotate_9_holdout,348,0.9396551724137931,1,19
101,0,clean,348,1.0,1,0
101,0,jpeg_80,348,1.0,1,0
101,0,jpeg_50,348,1.0,1,0
101,0,gaussian_5,348,1.0,1,0
101,0,gaussian_12,348,1.0,1,0
101,0,gaussian_9_holdout,348,1.0,1,0
101,0,gaussian_15_holdout,348,1.0,1,0
101,0,blur_0.8,348,1.0,1,0
101,0,blur_1.5,348,1.0,1,0
101,0,blur_1.2_holdout,348,1.0,1,0
101,0,blur_1.8_holdout,348,0.9942528735632185,1,2
101,0,resize_075,348,1.0,1,0
101,0,resize_050,348,1.0,1,0
101,0,crop_05,348,1.0,1,0
101,0,crop_10,348,1.0,1,0
101,0,crop_08_holdout,348,0.9942528735632185,1,2
101,0,crop_12_holdout,348,0.8419540229885057,1,50
101,0,rotate_3,348,1.0,1,0
101,0,rotate_7,348,0.9971264367816092,1,1
101,0,rotate_5_holdout,348,0.9971264367816092,1,1
101,0,rotate_9_holdout,348,0.9396551724137931,1,20
101,1,clean,348,1.0,1,0
101,1,jpeg_80,348,1.0,1,0
101,1,jpeg_50,348,1.0,1,0
101,1,gaussian_5,348,1.0,1,0
101,1,gaussian_12,348,1.0,1,0
101,1,gaussian_9_holdout,348,1.0,1,0
101,1,gaussian_15_holdout,348,1.0,1,0
101,1,blur_0.8,348,1.0,1,0
101,1,blur_1.5,348,1.0,1,0
101,1,blur_1.2_holdout,348,1.0,1,0
101,1,blur_1.8_holdout,348,0.9942528735632185,1,2
101,1,resize_075,348,1.0,1,0
101,1,resize_050,348,1.0,1,0
101,1,crop_05,348,1.0,1,0
101,1,crop_10,348,1.0,1,0
101,1,crop_08_holdout,348,0.9942528735632185,1,2
101,1,crop_12_holdout,348,0.8448275862068966,1,49
101,1,rotate_3,348,1.0,1,0
101,1,rotate_7,348,0.9971264367816092,1,1
101,1,rotate_5_holdout,348,0.9971264367816092,1,1
101,1,rotate_9_holdout,348,0.9540229885057472,1,15
101,2,clean,348,1.0,1,0
101,2,jpeg_80,348,1.0,1,0
101,2,jpeg_50,348,1.0,1,0
101,2,gaussian_5,348,0.9971264367816092,1,1
101,2,gaussian_12,348,1.0,1,0
101,2,gaussian_9_holdout,348,1.0,1,0
101,2,gaussian_15_holdout,348,0.9971264367816092,1,1
101,2,blur_0.8,348,1.0,1,0
101,2,blur_1.5,348,1.0,1,0
101,2,blur_1.2_holdout,348,1.0,1,0
101,2,blur_1.8_holdout,348,0.9942528735632185,1,2
101,2,resize_075,348,1.0,1,0
101,2,resize_050,348,1.0,1,0
101,2,crop_05,348,1.0,1,0
101,2,crop_10,348,1.0,1,0
101,2,crop_08_holdout,348,0.9942528735632185,1,2
101,2,crop_12_holdout,348,0.8362068965517241,1,54
101,2,rotate_3,348,1.0,1,0
101,2,rotate_7,348,0.9971264367816092,1,1
101,2,rotate_5_holdout,348,0.9971264367816092,1,1
101,2,rotate_9_holdout,348,0.9339080459770116,1,23
101,3,clean,348,1.0,1,0
101,3,jpeg_80,348,1.0,1,0
101,3,jpeg_50,348,1.0,1,0
101,3,gaussian_5,348,1.0,1,0
101,3,gaussian_12,348,1.0,1,0
101,3,gaussian_9_holdout,348,1.0,1,0
101,3,gaussian_15_holdout,348,1.0,1,0
101,3,blur_0.8,348,1.0,1,0
101,3,blur_1.5,348,1.0,1,0
101,3,blur_1.2_holdout,348,1.0,1,0
101,3,blur_1.8_holdout,348,0.9942528735632185,1,2
101,3,resize_075,348,1.0,1,0
101,3,resize_050,348,1.0,1,0
101,3,crop_05,348,1.0,1,0
101,3,crop_10,348,1.0,1,0
101,3,crop_08_holdout,348,0.9942528735632185,1,2
101,3,crop_12_holdout,348,0.8333333333333334,1,49
101,3,rotate_3,348,1.0,1,0
101,3,rotate_7,348,0.9971264367816092,1,1
101,3,rotate_5_holdout,348,0.9971264367816092,1,1
101,3,rotate_9_holdout,348,0.956896551724138,1,15
101,4,clean,348,1.0,1,0
101,4,jpeg_80,348,1.0,1,0
101,4,jpeg_50,348,1.0,1,0
101,4,gaussian_5,348,0.9942528735632185,1,2
101,4,gaussian_12,348,1.0,1,0
101,4,gaussian_9_holdout,348,1.0,1,0
101,4,gaussian_15_holdout,348,1.0,1,0
101,4,blur_0.8,348,1.0,1,0
101,4,blur_1.5,348,1.0,1,0
101,4,blur_1.2_holdout,348,1.0,1,0
101,4,blur_1.8_holdout,348,0.9942528735632185,1,2
101,4,resize_075,348,1.0,1,0
101,4,resize_050,348,1.0,1,0
101,4,crop_05,348,1.0,1,0
101,4,crop_10,348,1.0,1,0
101,4,crop_08_holdout,348,0.9942528735632185,1,2
101,4,crop_12_holdout,348,0.8477011494252874,1,46
101,4,rotate_3,348,1.0,1,0
101,4,rotate_7,348,0.9971264367816092,1,1
101,4,rotate_5_holdout,348,0.9971264367816092,1,1
101,4,rotate_9_holdout,348,0.9367816091954024,1,21
101,5,clean,348,1.0,1,0
101,5,jpeg_80,348,1.0,1,0
101,5,jpeg_50,348,1.0,1,0
101,5,gaussian_5,348,1.0,1,0
101,5,gaussian_12,348,1.0,1,0
101,5,gaussian_9_holdout,348,1.0,1,0
101,5,gaussian_15_holdout,348,0.9971264367816092,1,1
101,5,blur_0.8,348,1.0,1,0
101,5,blur_1.5,348,1.0,1,0
101,5,blur_1.2_holdout,348,1.0,1,0
101,5,blur_1.8_holdout,348,0.9942528735632185,1,2
101,5,resize_075,348,1.0,1,0
101,5,resize_050,348,1.0,1,0
101,5,crop_05,348,1.0,1,0
101,5,crop_10,348,1.0,1,0
101,5,crop_08_holdout,348,0.9913793103448276,1,3
101,5,crop_12_holdout,348,0.8304597701149425,1,51
101,5,rotate_3,348,1.0,1,0
101,5,rotate_7,348,0.9971264367816092,1,1
101,5,rotate_5_holdout,348,0.9971264367816092,1,1
101,5,rotate_9_holdout,348,0.9482758620689656,1,18
101,6,clean,348,1.0,1,0
101,6,jpeg_80,348,1.0,1,0
101,6,jpeg_50,348,1.0,1,0
101,6,gaussian_5,348,1.0,1,0
101,6,gaussian_12,348,1.0,1,0
101,6,gaussian_9_holdout,348,1.0,1,0
101,6,gaussian_15_holdout,348,1.0,1,0
101,6,blur_0.8,348,1.0,1,0
101,6,blur_1.5,348,1.0,1,0
101,6,blur_1.2_holdout,348,1.0,1,0
101,6,blur_1.8_holdout,348,0.9942528735632185,1,2
101,6,resize_075,348,1.0,1,0
101,6,resize_050,348,1.0,1,0
101,6,crop_05,348,1.0,1,0
101,6,crop_10,348,1.0,1,0
101,6,crop_08_holdout,348,0.9942528735632185,1,2
101,6,crop_12_holdout,348,0.8362068965517241,1,51
101,6,rotate_3,348,1.0,1,0
101,6,rotate_7,348,0.9971264367816092,1,1
101,6,rotate_5_holdout,348,0.9971264367816092,1,1
101,6,rotate_9_holdout,348,0.9454022988505748,1,19
101,7,clean,348,1.0,1,0
101,7,jpeg_80,348,1.0,1,0
101,7,jpeg_50,348,1.0,1,0
101,7,gaussian_5,348,1.0,1,0
101,7,gaussian_12,348,1.0,1,0
101,7,gaussian_9_holdout,348,0.9971264367816092,1,1
101,7,gaussian_15_holdout,348,1.0,1,0
101,7,blur_0.8,348,1.0,1,0
101,7,blur_1.5,348,1.0,1,0
101,7,blur_1.2_holdout,348,1.0,1,0
101,7,blur_1.8_holdout,348,0.9913793103448276,1,3
101,7,resize_075,348,1.0,1,0
101,7,resize_050,348,1.0,1,0
101,7,crop_05,348,1.0,1,0
101,7,crop_10,348,1.0,1,0
101,7,crop_08_holdout,348,0.9913793103448276,1,3
101,7,crop_12_holdout,348,0.8390804597701149,1,50
101,7,rotate_3,348,1.0,1,0
101,7,rotate_7,348,0.9971264367816092,1,1
101,7,rotate_5_holdout,348,0.9971264367816092,1,1
101,7,rotate_9_holdout,348,0.9511494252873564,1,17
101,8,clean,348,1.0,1,0
101,8,jpeg_80,348,1.0,1,0
101,8,jpeg_50,348,1.0,1,0
101,8,gaussian_5,348,1.0,1,0
101,8,gaussian_12,348,1.0,1,0
101,8,gaussian_9_holdout,348,1.0,1,0
101,8,gaussian_15_holdout,348,1.0,1,0
101,8,blur_0.8,348,1.0,1,0
101,8,blur_1.5,348,1.0,1,0
101,8,blur_1.2_holdout,348,1.0,1,0
101,8,blur_1.8_holdout,348,0.9942528735632185,1,2
101,8,resize_075,348,1.0,1,0
101,8,resize_050,348,1.0,1,0
101,8,crop_05,348,1.0,1,0
101,8,crop_10,348,1.0,1,0
101,8,crop_08_holdout,348,0.9942528735632185,1,2
101,8,crop_12_holdout,348,0.8333333333333334,1,52
101,8,rotate_3,348,1.0,1,0
101,8,rotate_7,348,0.9971264367816092,1,1
101,8,rotate_5_holdout,348,0.9971264367816092,1,1
101,8,rotate_9_holdout,348,0.9367816091954024,1,22
101,9,clean,348,1.0,1,0
101,9,jpeg_80,348,1.0,1,0
101,9,jpeg_50,348,1.0,1,0
101,9,gaussian_5,348,0.9971264367816092,1,1
101,9,gaussian_12,348,1.0,1,0
101,9,gaussian_9_holdout,348,1.0,1,0
101,9,gaussian_15_holdout,348,1.0,1,0
101,9,blur_0.8,348,1.0,1,0
101,9,blur_1.5,348,1.0,1,0
101,9,blur_1.2_holdout,348,1.0,1,0
101,9,blur_1.8_holdout,348,0.9942528735632185,1,2
101,9,resize_075,348,1.0,1,0
101,9,resize_050,348,1.0,1,0
101,9,crop_05,348,1.0,1,0
101,9,crop_10,348,1.0,1,0
101,9,crop_08_holdout,348,0.9942528735632185,1,2
101,9,crop_12_holdout,348,0.8304597701149425,1,55
101,9,rotate_3,348,1.0,1,0
101,9,rotate_7,348,0.9971264367816092,1,1
101,9,rotate_5_holdout,348,0.9971264367816092,1,1
101,9,rotate_9_holdout,348,0.9310344827586208,1,22
